store,product,date,quantity
0,0,2021-01-01,6
0,0,2021-01-02,19
0,0,2021-01-03,14
0,0,2021-01-04,10
0,0,2021-01-05,7
0,0,2021-01-06,6
0,0,2021-01-07,18
0,0,2021-01-08,10
0,0,2021-01-09,10
0,0,2021-01-10,3
0,0,2021-01-11,7
0,0,2021-01-12,2
0,0,2021-01-13,1
0,0,2021-01-14,11
0,0,2021-01-15,5
0,0,2021-01-16,1
0,0,2021-01-17,0
0,0,2021-01-18,11
0,0,2021-01-19,11
0,0,2021-01-20,16
0,0,2021-01-21,9
0,0,2021-01-22,15
0,0,2021-01-23,14
0,0,2021-01-24,14
0,0,2021-01-25,18
0,0,2021-01-26,11
0,0,2021-01-27,19
0,0,2021-01-28,2
0,0,2021-01-29,4
0,0,2021-01-30,18
0,0,2021-01-31,6
0,0,2021-02-01,8
0,0,2021-02-02,6
0,0,2021-02-03,17
0,0,2021-02-04,3
0,0,2021-02-05,13
0,0,2021-02-06,17
0,0,2021-02-07,8
0,0,2021-02-08,1
0,0,2021-02-09,19
0,0,2021-02-10,14
0,0,2021-02-11,6
0,0,2021-02-12,11
0,0,2021-02-13,7
0,0,2021-02-14,14
0,0,2021-02-15,2
0,0,2021-02-16,13
0,0,2021-02-17,16
0,0,2021-02-18,3
0,0,2021-02-19,17
0,0,2021-02-20,7
0,0,2021-02-21,3
0,0,2021-02-22,1
0,0,2021-02-23,5
0,0,2021-02-24,9
0,0,2021-02-25,3
0,0,2021-02-26,17
0,0,2021-02-27,11
0,0,2021-02-28,1
0,0,2021-03-01,9
0,0,2021-03-02,3
0,0,2021-03-03,13
0,0,2021-03-04,15
0,0,2021-03-05,14
0,0,2021-03-06,7
0,0,2021-03-07,13
0,0,2021-03-08,7
0,0,2021-03-09,15
0,0,2021-03-10,12
0,0,2021-03-11,17
0,0,2021-03-12,14
0,0,2021-03-13,12
0,0,2021-03-14,8
0,0,2021-03-15,14
0,0,2021-03-16,12
0,0,2021-03-17,0
0,0,2021-03-18,6
0,0,2021-03-19,8
0,0,2021-03-20,0
0,0,2021-03-21,11
0,0,2021-03-22,7
0,0,2021-03-23,10
0,0,2021-03-24,18
0,0,2021-03-25,16
0,0,2021-03-26,7
0,0,2021-03-27,2
0,0,2021-03-28,2
0,0,2021-03-29,0
0,0,2021-03-30,4
0,0,2021-03-31,9
0,0,2021-04-01,6
0,0,2021-04-02,8
0,0,2021-04-03,6
0,0,2021-04-04,8
0,0,2021-04-05,7
0,0,2021-04-06,11
0,0,2021-04-07,1
0,0,2021-04-08,0
0,0,2021-04-09,15
0,0,2021-04-10,4
0,0,2021-04-11,2
0,0,2021-04-12,11
0,0,2021-04-13,7
0,0,2021-04-14,2
0,0,2021-04-15,0
0,0,2021-04-16,2
0,0,2021-04-17,4
0,0,2021-04-18,14
0,0,2021-04-19,13
0,0,2021-04-20,2
0,0,2021-04-21,0
0,0,2021-04-22,4
0,0,2021-04-23,13
0,0,2021-04-24,6
0,0,2021-04-25,8
0,0,2021-04-26,14
0,0,2021-04-27,14
0,0,2021-04-28,9
0,0,2021-04-29,12
0,0,2021-04-30,18
0,0,2021-05-01,6
0,0,2021-05-02,16
0,0,2021-05-03,19
0,0,2021-05-04,3
0,0,2021-05-05,4
0,0,2021-05-06,6
0,0,2021-05-07,12
0,0,2021-05-08,14
0,0,2021-05-09,10
0,0,2021-05-10,3
0,0,2021-05-11,12
0,0,2021-05-12,6
0,0,2021-05-13,18
0,0,2021-05-14,1
0,0,2021-05-15,9
0,0,2021-05-16,12
0,0,2021-05-17,5
0,0,2021-05-18,11
0,0,2021-05-19,11
0,0,2021-05-20,19
0,0,2021-05-21,10
0,0,2021-05-22,6
0,0,2021-05-23,0
0,0,2021-05-24,0
0,0,2021-05-25,19
0,0,2021-05-26,12
0,0,2021-05-27,8
0,0,2021-05-28,2
0,0,2021-05-29,6
0,0,2021-05-30,5
0,1,2021-01-01,7
0,1,2021-01-02,8
0,1,2021-01-03,4
0,1,2021-01-04,0
0,1,2021-01-05,18
0,1,2021-01-06,9
0,1,2021-01-07,11
0,1,2021-01-08,14
0,1,2021-01-09,8
0,1,2021-01-10,19
0,1,2021-01-11,16
0,1,2021-01-12,16
0,1,2021-01-13,19
0,1,2021-01-14,11
0,1,2021-01-15,6
0,1,2021-01-16,1
0,1,2021-01-17,2
0,1,2021-01-18,16
0,1,2021-01-19,4
0,1,2021-01-20,16
0,1,2021-01-21,16
0,1,2021-01-22,16
0,1,2021-01-23,1
0,1,2021-01-24,1
0,1,2021-01-25,4
0,1,2021-01-26,0
0,1,2021-01-27,0
0,1,2021-01-28,18
0,1,2021-01-29,1
0,1,2021-01-30,11
0,1,2021-01-31,5
0,1,2021-02-01,3
0,1,2021-02-02,10
0,1,2021-02-03,16
0,1,2021-02-04,5
0,1,2021-02-05,4
0,1,2021-02-06,19
0,1,2021-02-07,1
0,1,2021-02-08,5
0,1,2021-02-09,10
0,1,2021-02-10,15
0,1,2021-02-11,15
0,1,2021-02-12,0
0,1,2021-02-13,8
0,1,2021-02-14,5
0,1,2021-02-15,15
0,1,2021-02-16,2
0,1,2021-02-17,19
0,1,2021-02-18,3
0,1,2021-02-19,18
0,1,2021-02-20,2
0,1,2021-02-21,18
0,1,2021-02-22,19
0,1,2021-02-23,6
0,1,2021-02-24,19
0,1,2021-02-25,8
0,1,2021-02-26,0
0,1,2021-02-27,7
0,1,2021-02-28,6
0,1,2021-03-01,17
0,1,2021-03-02,7
0,1,2021-03-03,0
0,1,2021-03-04,10
0,1,2021-03-05,17
0,1,2021-03-06,9
0,1,2021-03-07,2
0,1,2021-03-08,6
0,1,2021-03-09,15
0,1,2021-03-10,15
0,1,2021-03-11,19
0,1,2021-03-12,16
0,1,2021-03-13,1
0,1,2021-03-14,0
0,1,2021-03-15,15
0,1,2021-03-16,11
0,1,2021-03-17,4
0,1,2021-03-18,4
0,1,2021-03-19,8
0,1,2021-03-20,8
0,1,2021-03-21,2
0,1,2021-03-22,18
0,1,2021-03-23,15
0,1,2021-03-24,15
0,1,2021-03-25,2
0,1,2021-03-26,19
0,1,2021-03-27,0
0,1,2021-03-28,19
0,1,2021-03-29,10
0,1,2021-03-30,16
0,1,2021-03-31,7
0,1,2021-04-01,3
0,1,2021-04-02,5
0,1,2021-04-03,7
0,1,2021-04-04,19
0,1,2021-04-05,2
0,1,2021-04-06,15
0,1,2021-04-07,2
0,1,2021-04-08,17
0,1,2021-04-09,13
0,1,2021-04-10,17
0,1,2021-04-11,1
0,1,2021-04-12,2
0,1,2021-04-13,15
0,1,2021-04-14,8
0,1,2021-04-15,3
0,1,2021-04-16,0
0,1,2021-04-17,3
0,1,2021-04-18,0
0,1,2021-04-19,13
0,1,2021-04-20,15
0,1,2021-04-21,19
0,1,2021-04-22,7
0,1,2021-04-23,6
0,1,2021-04-24,2
0,1,2021-04-25,16
0,1,2021-04-26,0
0,1,2021-04-27,15
0,1,2021-04-28,11
0,1,2021-04-29,18
0,1,2021-04-30,13
0,1,2021-05-01,5
0,1,2021-05-02,5
0,1,2021-05-03,12
0,1,2021-05-04,18
0,1,2021-05-05,7
0,1,2021-05-06,1
0,1,2021-05-07,0
0,1,2021-05-08,14
0,1,2021-05-09,0
0,1,2021-05-10,4
0,1,2021-05-11,15
0,1,2021-05-12,18
0,1,2021-05-13,3
0,1,2021-05-14,2
0,1,2021-05-15,16
0,1,2021-05-16,16
0,1,2021-05-17,11
0,1,2021-05-18,13
0,1,2021-05-19,5
0,1,2021-05-20,2
0,1,2021-05-21,8
0,1,2021-05-22,4
0,1,2021-05-23,16
0,1,2021-05-24,13
0,1,2021-05-25,2
0,1,2021-05-26,0
0,1,2021-05-27,19
0,1,2021-05-28,0
0,1,2021-05-29,2
0,1,2021-05-30,17
0,2,2021-01-01,9
0,2,2021-01-02,2
0,2,2021-01-03,7
0,2,2021-01-04,13
0,2,2021-01-05,17
0,2,2021-01-06,14
0,2,2021-01-07,1
0,2,2021-01-08,9
0,2,2021-01-09,1
0,2,2021-01-10,16
0,2,2021-01-11,7
0,2,2021-01-12,0
0,2,2021-01-13,8
0,2,2021-01-14,10
0,2,2021-01-15,15
0,2,2021-01-16,6
0,2,2021-01-17,9
0,2,2021-01-18,2
0,2,2021-01-19,17
0,2,2021-01-20,12
0,2,2021-01-21,6
0,2,2021-01-22,3
0,2,2021-01-23,12
0,2,2021-01-24,19
0,2,2021-01-25,0
0,2,2021-01-26,7
0,2,2021-01-27,13
0,2,2021-01-28,15
0,2,2021-01-29,13
0,2,2021-01-30,11
0,2,2021-01-31,18
0,2,2021-02-01,14
0,2,2021-02-02,1
0,2,2021-02-03,1
0,2,2021-02-04,18
0,2,2021-02-05,16
0,2,2021-02-06,19
0,2,2021-02-07,9
0,2,2021-02-08,5
0,2,2021-02-09,14
0,2,2021-02-10,10
0,2,2021-02-11,4
0,2,2021-02-12,0
0,2,2021-02-13,7
0,2,2021-02-14,11
0,2,2021-02-15,11
0,2,2021-02-16,4
0,2,2021-02-17,6
0,2,2021-02-18,3
0,2,2021-02-19,5
0,2,2021-02-20,12
0,2,2021-02-21,19
0,2,2021-02-22,14
0,2,2021-02-23,2
0,2,2021-02-24,7
0,2,2021-02-25,19
0,2,2021-02-26,15
0,2,2021-02-27,12
0,2,2021-02-28,17
0,2,2021-03-01,9
0,2,2021-03-02,18
0,2,2021-03-03,16
0,2,2021-03-04,18
0,2,2021-03-05,4
0,2,2021-03-06,8
0,2,2021-03-07,11
0,2,2021-03-08,0
0,2,2021-03-09,0
0,2,2021-03-10,14
0,2,2021-03-11,1
0,2,2021-03-12,15
0,2,2021-03-13,7
0,2,2021-03-14,12
0,2,2021-03-15,0
0,2,2021-03-16,15
0,2,2021-03-17,6
0,2,2021-03-18,4
0,2,2021-03-19,2
0,2,2021-03-20,11
0,2,2021-03-21,15
0,2,2021-03-22,18
0,2,2021-03-23,4
0,2,2021-03-24,13
0,2,2021-03-25,4
0,2,2021-03-26,14
0,2,2021-03-27,16
0,2,2021-03-28,13
0,2,2021-03-29,19
0,2,2021-03-30,4
0,2,2021-03-31,11
0,2,2021-04-01,15
0,2,2021-04-02,15
0,2,2021-04-03,6
0,2,2021-04-04,3
0,2,2021-04-05,0
0,2,2021-04-06,4
0,2,2021-04-07,9
0,2,2021-04-08,4
0,2,2021-04-09,3
0,2,2021-04-10,1
0,2,2021-04-11,19
0,2,2021-04-12,9
0,2,2021-04-13,18
0,2,2021-04-14,0
0,2,2021-04-15,4
0,2,2021-04-16,12
0,2,2021-04-17,3
0,2,2021-04-18,15
0,2,2021-04-19,15
0,2,2021-04-20,1
0,2,2021-04-21,16
0,2,2021-04-22,19
0,2,2021-04-23,11
0,2,2021-04-24,17
0,2,2021-04-25,2
0,2,2021-04-26,0
0,2,2021-04-27,0
0,2,2021-04-28,18
0,2,2021-04-29,10
0,2,2021-04-30,4
0,2,2021-05-01,11
0,2,2021-05-02,2
0,2,2021-05-03,0
0,2,2021-05-04,0
0,2,2021-05-05,7
0,2,2021-05-06,9
0,2,2021-05-07,10
0,2,2021-05-08,11
0,2,2021-05-09,12
0,2,2021-05-10,11
0,2,2021-05-11,13
0,2,2021-05-12,1
0,2,2021-05-13,18
0,2,2021-05-14,17
0,2,2021-05-15,2
0,2,2021-05-16,16
0,2,2021-05-17,7
0,2,2021-05-18,9
0,2,2021-05-19,1
0,2,2021-05-20,18
0,2,2021-05-21,8
0,2,2021-05-22,6
0,2,2021-05-23,3
0,2,2021-05-24,17
0,2,2021-05-25,12
0,2,2021-05-26,10
0,2,2021-05-27,3
0,2,2021-05-28,3
0,2,2021-05-29,9
0,2,2021-05-30,4
0,3,2021-01-01,8
0,3,2021-01-02,2
0,3,2021-01-03,16
0,3,2021-01-04,2
0,3,2021-01-05,15
0,3,2021-01-06,3
0,3,2021-01-07,17
0,3,2021-01-08,16
0,3,2021-01-09,6
0,3,2021-01-10,4
0,3,2021-01-11,11
0,3,2021-01-12,16
0,3,2021-01-13,12
0,3,2021-01-14,2
0,3,2021-01-15,8
0,3,2021-01-16,16
0,3,2021-01-17,16
0,3,2021-01-18,19
0,3,2021-01-19,15
0,3,2021-01-20,12
0,3,2021-01-21,18
0,3,2021-01-22,16
0,3,2021-01-23,3
0,3,2021-01-24,11
0,3,2021-01-25,8
0,3,2021-01-26,18
0,3,2021-01-27,11
0,3,2021-01-28,8
0,3,2021-01-29,6
0,3,2021-01-30,13
0,3,2021-01-31,19
0,3,2021-02-01,18
0,3,2021-02-02,14
0,3,2021-02-03,15
0,3,2021-02-04,4
0,3,2021-02-05,2
0,3,2021-02-06,11
0,3,2021-02-07,19
0,3,2021-02-08,3
0,3,2021-02-09,15
0,3,2021-02-10,6
0,3,2021-02-11,12
0,3,2021-02-12,9
0,3,2021-02-13,6
0,3,2021-02-14,13
0,3,2021-02-15,4
0,3,2021-02-16,2
0,3,2021-02-17,10
0,3,2021-02-18,10
0,3,2021-02-19,17
0,3,2021-02-20,14
0,3,2021-02-21,11
0,3,2021-02-22,8
0,3,2021-02-23,9
0,3,2021-02-24,11
0,3,2021-02-25,16
0,3,2021-02-26,5
0,3,2021-02-27,6
0,3,2021-02-28,13
0,3,2021-03-01,12
0,3,2021-03-02,7
0,3,2021-03-03,9
0,3,2021-03-04,8
0,3,2021-03-05,17
0,3,2021-03-06,1
0,3,2021-03-07,4
0,3,2021-03-08,4
0,3,2021-03-09,5
0,3,2021-03-10,18
0,3,2021-03-11,7
0,3,2021-03-12,15
0,3,2021-03-13,12
0,3,2021-03-14,0
0,3,2021-03-15,19
0,3,2021-03-16,16
0,3,2021-03-17,6
0,3,2021-03-18,12
0,3,2021-03-19,3
0,3,2021-03-20,3
0,3,2021-03-21,5
0,3,2021-03-22,18
0,3,2021-03-23,11
0,3,2021-03-24,6
0,3,2021-03-25,9
0,3,2021-03-26,18
0,3,2021-03-27,6
0,3,2021-03-28,2
0,3,2021-03-29,12
0,3,2021-03-30,12
0,3,2021-03-31,17
0,3,2021-04-01,19
0,3,2021-04-02,7
0,3,2021-04-03,8
0,3,2021-04-04,6
0,3,2021-04-05,0
0,3,2021-04-06,2
0,3,2021-04-07,12
0,3,2021-04-08,16
0,3,2021-04-09,0
0,3,2021-04-10,5
0,3,2021-04-11,5
0,3,2021-04-12,11
0,3,2021-04-13,12
0,3,2021-04-14,12
0,3,2021-04-15,14
0,3,2021-04-16,15
0,3,2021-04-17,10
0,3,2021-04-18,4
0,3,2021-04-19,3
0,3,2021-04-20,2
0,3,2021-04-21,18
0,3,2021-04-22,19
0,3,2021-04-23,17
0,3,2021-04-24,14
0,3,2021-04-25,8
0,3,2021-04-26,16
0,3,2021-04-27,13
0,3,2021-04-28,14
0,3,2021-04-29,0
0,3,2021-04-30,2
0,3,2021-05-01,15
0,3,2021-05-02,10
0,3,2021-05-03,11
0,3,2021-05-04,9
0,3,2021-05-05,15
0,3,2021-05-06,7
0,3,2021-05-07,5
0,3,2021-05-08,11
0,3,2021-05-09,7
0,3,2021-05-10,3
0,3,2021-05-11,7
0,3,2021-05-12,17
0,3,2021-05-13,4
0,3,2021-05-14,8
0,3,2021-05-15,3
0,3,2021-05-16,16
0,3,2021-05-17,8
0,3,2021-05-18,0
0,3,2021-05-19,19
0,3,2021-05-20,12
0,3,2021-05-21,15
0,3,2021-05-22,12
0,3,2021-05-23,13
0,3,2021-05-24,2
0,3,2021-05-25,5
0,3,2021-05-26,17
0,3,2021-05-27,18
0,3,2021-05-28,4
0,3,2021-05-29,14
0,3,2021-05-30,1
0,4,2021-01-01,9
0,4,2021-01-02,17
0,4,2021-01-03,12
0,4,2021-01-04,4
0,4,2021-01-05,0
0,4,2021-01-06,0
0,4,2021-01-07,17
0,4,2021-01-08,14
0,4,2021-01-09,16
0,4,2021-01-10,10
0,4,2021-01-11,16
0,4,2021-01-12,12
0,4,2021-01-13,0
0,4,2021-01-14,1
0,4,2021-01-15,8
0,4,2021-01-16,2
0,4,2021-01-17,0
0,4,2021-01-18,15
0,4,2021-01-19,5
0,4,2021-01-20,16
0,4,2021-01-21,4
0,4,2021-01-22,4
0,4,2021-01-23,5
0,4,2021-01-24,2
0,4,2021-01-25,4
0,4,2021-01-26,4
0,4,2021-01-27,9
0,4,2021-01-28,9
0,4,2021-01-29,18
0,4,2021-01-30,16
0,4,2021-01-31,13
0,4,2021-02-01,8
0,4,2021-02-02,13
0,4,2021-02-03,0
0,4,2021-02-04,18
0,4,2021-02-05,12
0,4,2021-02-06,12
0,4,2021-02-07,3
0,4,2021-02-08,0
0,4,2021-02-09,16
0,4,2021-02-10,7
0,4,2021-02-11,1
0,4,2021-02-12,7
0,4,2021-02-13,6
0,4,2021-02-14,1
0,4,2021-02-15,2
0,4,2021-02-16,17
0,4,2021-02-17,11
0,4,2021-02-18,0
0,4,2021-02-19,11
0,4,2021-02-20,4
0,4,2021-02-21,16
0,4,2021-02-22,15
0,4,2021-02-23,14
0,4,2021-02-24,14
0,4,2021-02-25,4
0,4,2021-02-26,13
0,4,2021-02-27,1
0,4,2021-02-28,10
0,4,2021-03-01,18
0,4,2021-03-02,6
0,4,2021-03-03,5
0,4,2021-03-04,1
0,4,2021-03-05,5
0,4,2021-03-06,17
0,4,2021-03-07,1
0,4,2021-03-08,17
0,4,2021-03-09,14
0,4,2021-03-10,18
0,4,2021-03-11,1
0,4,2021-03-12,19
0,4,2021-03-13,5
0,4,2021-03-14,0
0,4,2021-03-15,14
0,4,2021-03-16,9
0,4,2021-03-17,18
0,4,2021-03-18,16
0,4,2021-03-19,4
0,4,2021-03-20,3
0,4,2021-03-21,9
0,4,2021-03-22,16
0,4,2021-03-23,9
0,4,2021-03-24,16
0,4,2021-03-25,19
0,4,2021-03-26,4
0,4,2021-03-27,1
0,4,2021-03-28,5
0,4,2021-03-29,1
0,4,2021-03-30,12
0,4,2021-03-31,10
0,4,2021-04-01,10
0,4,2021-04-02,15
0,4,2021-04-03,10
0,4,2021-04-04,18
0,4,2021-04-05,14
0,4,2021-04-06,15
0,4,2021-04-07,10
0,4,2021-04-08,15
0,4,2021-04-09,7
0,4,2021-04-10,3
0,4,2021-04-11,7
0,4,2021-04-12,3
0,4,2021-04-13,2
0,4,2021-04-14,2
0,4,2021-04-15,17
0,4,2021-04-16,18
0,4,2021-04-17,18
0,4,2021-04-18,4
0,4,2021-04-19,17
0,4,2021-04-20,9
0,4,2021-04-21,5
0,4,2021-04-22,0
0,4,2021-04-23,4
0,4,2021-04-24,8
0,4,2021-04-25,11
0,4,2021-04-26,13
0,4,2021-04-27,1
0,4,2021-04-28,16
0,4,2021-04-29,13
0,4,2021-04-30,12
0,4,2021-05-01,8
0,4,2021-05-02,14
0,4,2021-05-03,14
0,4,2021-05-04,10
0,4,2021-05-05,15
0,4,2021-05-06,16
0,4,2021-05-07,3
0,4,2021-05-08,0
0,4,2021-05-09,7
0,4,2021-05-10,16
0,4,2021-05-11,2
0,4,2021-05-12,19
0,4,2021-05-13,14
0,4,2021-05-14,14
0,4,2021-05-15,13
0,4,2021-05-16,13
0,4,2021-05-17,1
0,4,2021-05-18,12
0,4,2021-05-19,13
0,4,2021-05-20,18
0,4,2021-05-21,6
0,4,2021-05-22,2
0,4,2021-05-23,14
0,4,2021-05-24,13
0,4,2021-05-25,10
0,4,2021-05-26,14
0,4,2021-05-27,12
0,4,2021-05-28,17
0,4,2021-05-29,5
0,4,2021-05-30,2
1,0,2021-01-01,18
1,0,2021-01-02,14
1,0,2021-01-03,4
1,0,2021-01-04,9
1,0,2021-01-05,6
1,0,2021-01-06,16
1,0,2021-01-07,6
1,0,2021-01-08,11
1,0,2021-01-09,16
1,0,2021-01-10,12
1,0,2021-01-11,19
1,0,2021-01-12,3
1,0,2021-01-13,9
1,0,2021-01-14,2
1,0,2021-01-15,8
1,0,2021-01-16,12
1,0,2021-01-17,17
1,0,2021-01-18,14
1,0,2021-01-19,3
1,0,2021-01-20,14
1,0,2021-01-21,1
1,0,2021-01-22,14
1,0,2021-01-23,7
1,0,2021-01-24,7
1,0,2021-01-25,16
1,0,2021-01-26,11
1,0,2021-01-27,18
1,0,2021-01-28,9
1,0,2021-01-29,8
1,0,2021-01-30,4
1,0,2021-01-31,5
1,0,2021-02-01,19
1,0,2021-02-02,1
1,0,2021-02-03,12
1,0,2021-02-04,5
1,0,2021-02-05,4
1,0,2021-02-06,0
1,0,2021-02-07,5
1,0,2021-02-08,5
1,0,2021-02-09,15
1,0,2021-02-10,3
1,0,2021-02-11,10
1,0,2021-02-12,8
1,0,2021-02-13,2
1,0,2021-02-14,18
1,0,2021-02-15,7
1,0,2021-02-16,4
1,0,2021-02-17,3
1,0,2021-02-18,5
1,0,2021-02-19,1
1,0,2021-02-20,19
1,0,2021-02-21,10
1,0,2021-02-22,3
1,0,2021-02-23,14
1,0,2021-02-24,5
1,0,2021-02-25,16
1,0,2021-02-26,5
1,0,2021-02-27,18
1,0,2021-02-28,1
1,0,2021-03-01,14
1,0,2021-03-02,10
1,0,2021-03-03,7
1,0,2021-03-04,18
1,0,2021-03-05,12
1,0,2021-03-06,11
1,0,2021-03-07,4
1,0,2021-03-08,5
1,0,2021-03-09,3
1,0,2021-03-10,18
1,0,2021-03-11,19
1,0,2021-03-12,0
1,0,2021-03-13,19
1,0,2021-03-14,16
1,0,2021-03-15,11
1,0,2021-03-16,14
1,0,2021-03-17,0
1,0,2021-03-18,13
1,0,2021-03-19,5
1,0,2021-03-20,4
1,0,2021-03-21,10
1,0,2021-03-22,3
1,0,2021-03-23,12
1,0,2021-03-24,10
1,0,2021-03-25,2
1,0,2021-03-26,0
1,0,2021-03-27,5
1,0,2021-03-28,17
1,0,2021-03-29,9
1,0,2021-03-30,4
1,0,2021-03-31,9
1,0,2021-04-01,11
1,0,2021-04-02,1
1,0,2021-04-03,12
1,0,2021-04-04,7
1,0,2021-04-05,1
1,0,2021-04-06,19
1,0,2021-04-07,0
1,0,2021-04-08,4
1,0,2021-04-09,8
1,0,2021-04-10,16
1,0,2021-04-11,8
1,0,2021-04-12,10
1,0,2021-04-13,14
1,0,2021-04-14,5
1,0,2021-04-15,2
1,0,2021-04-16,16
1,0,2021-04-17,4
1,0,2021-04-18,11
1,0,2021-04-19,17
1,0,2021-04-20,13
1,0,2021-04-21,10
1,0,2021-04-22,8
1,0,2021-04-23,1
1,0,2021-04-24,11
1,0,2021-04-25,2
1,0,2021-04-26,2
1,0,2021-04-27,0
1,0,2021-04-28,7
1,0,2021-04-29,7
1,0,2021-04-30,10
1,0,2021-05-01,8
1,0,2021-05-02,4
1,0,2021-05-03,13
1,0,2021-05-04,2
1,0,2021-05-05,4
1,0,2021-05-06,4
1,0,2021-05-07,18
1,0,2021-05-08,13
1,0,2021-05-09,3
1,0,2021-05-10,12
1,0,2021-05-11,9
1,0,2021-05-12,17
1,0,2021-05-13,7
1,0,2021-05-14,7
1,0,2021-05-15,6
1,0,2021-05-16,7
1,0,2021-05-17,13
1,0,2021-05-18,18
1,0,2021-05-19,5
1,0,2021-05-20,0
1,0,2021-05-21,14
1,0,2021-05-22,0
1,0,2021-05-23,16
1,0,2021-05-24,0
1,0,2021-05-25,14
1,0,2021-05-26,1
1,0,2021-05-27,13
1,0,2021-05-28,7
1,0,2021-05-29,7
1,0,2021-05-30,18
1,1,2021-01-01,6
1,1,2021-01-02,18
1,1,2021-01-03,5
1,1,2021-01-04,5
1,1,2021-01-05,2
1,1,2021-01-06,6
1,1,2021-01-07,18
1,1,2021-01-08,7
1,1,2021-01-09,9
1,1,2021-01-10,19
1,1,2021-01-11,14
1,1,2021-01-12,14
1,1,2021-01-13,0
1,1,2021-01-14,19
1,1,2021-01-15,6
1,1,2021-01-16,3
1,1,2021-01-17,5
1,1,2021-01-18,0
1,1,2021-01-19,4
1,1,2021-01-20,0
1,1,2021-01-21,3
1,1,2021-01-22,1
1,1,2021-01-23,9
1,1,2021-01-24,4
1,1,2021-01-25,9
1,1,2021-01-26,0
1,1,2021-01-27,5
1,1,2021-01-28,12
1,1,2021-01-29,14
1,1,2021-01-30,3
1,1,2021-01-31,12
1,1,2021-02-01,19
1,1,2021-02-02,14
1,1,2021-02-03,7
1,1,2021-02-04,4
1,1,2021-02-05,14
1,1,2021-02-06,3
