store,product,date,quantity
1,1,2021-02-07,11
1,1,2021-02-08,12
1,1,2021-02-09,1
1,1,2021-02-10,18
1,1,2021-02-11,18
1,1,2021-02-12,3
1,1,2021-02-13,3
1,1,2021-02-14,10
1,1,2021-02-15,4
1,1,2021-02-16,19
1,1,2021-02-17,10
1,1,2021-02-18,9
1,1,2021-02-19,7
1,1,2021-02-20,5
1,1,2021-02-21,5
1,1,2021-02-22,7
1,1,2021-02-23,14
1,1,2021-02-24,13
1,1,2021-02-25,10
1,1,2021-02-26,11
1,1,2021-02-27,12
1,1,2021-02-28,7
1,1,2021-03-01,17
1,1,2021-03-02,0
1,1,2021-03-03,14
1,1,2021-03-04,7
1,1,2021-03-05,10
1,1,2021-03-06,11
1,1,2021-03-07,11
1,1,2021-03-08,3
1,1,2021-03-09,15
1,1,2021-03-10,3
1,1,2021-03-11,4
1,1,2021-03-12,4
1,1,2021-03-13,7
1,1,2021-03-14,9
1,1,2021-03-15,16
1,1,2021-03-16,8
1,1,2021-03-17,18
1,1,2021-03-18,13
1,1,2021-03-19,7
1,1,2021-03-20,8
1,1,2021-03-21,10
1,1,2021-03-22,0
1,1,2021-03-23,13
1,1,2021-03-24,4
1,1,2021-03-25,13
1,1,2021-03-26,3
1,1,2021-03-27,0
1,1,2021-03-28,18
1,1,2021-03-29,7
1,1,2021-03-30,14
1,1,2021-03-31,14
1,1,2021-04-01,8
1,1,2021-04-02,8
1,1,2021-04-03,9
1,1,2021-04-04,19
1,1,2021-04-05,8
1,1,2021-04-06,2
1,1,2021-04-07,19
1,1,2021-04-08,10
1,1,2021-04-09,5
1,1,2021-04-10,1
1,1,2021-04-11,6
1,1,2021-04-12,17
1,1,2021-04-13,1
1,1,2021-04-14,16
1,1,2021-04-15,10
1,1,2021-04-16,11
1,1,2021-04-17,18
1,1,2021-04-18,6
1,1,2021-04-19,19
1,1,2021-04-20,5
1,1,2021-04-21,0
1,1,2021-04-22,16
1,1,2021-04-23,10
1,1,2021-04-24,17
1,1,2021-04-25,16
1,1,2021-04-26,6
1,1,2021-04-27,16
1,1,2021-04-28,19
1,1,2021-04-29,8
1,1,2021-04-30,16
1,1,2021-05-01,19
1,1,2021-05-02,7
1,1,2021-05-03,16
1,1,2021-05-04,6
1,1,2021-05-05,0
1,1,2021-05-06,12
1,1,2021-05-07,18
1,1,2021-05-08,18
1,1,2021-05-09,16
1,1,2021-05-10,12
1,1,2021-05-11,15
1,1,2021-05-12,7
1,1,2021-05-13,18
1,1,2021-05-14,17
1,1,2021-05-15,0
1,1,2021-05-16,13
1,1,2021-05-17,18
1,1,2021-05-18,14
1,1,2021-05-19,17
1,1,2021-05-20,1
1,1,2021-05-21,16
1,1,2021-05-22,17
1,1,2021-05-23,5
1,1,2021-05-24,18
1,1,2021-05-25,3
1,1,2021-05-26,0
1,1,2021-05-27,7
1,1,2021-05-28,6
1,1,2021-05-29,2
1,1,2021-05-30,9
1,2,2021-01-01,9
1,2,2021-01-02,18
1,2,2021-01-03,13
1,2,2021-01-04,1
1,2,2021-01-05,0
1,2,2021-01-06,17
1,2,2021-01-07,6
1,2,2021-01-08,7
1,2,2021-01-09,0
1,2,2021-01-10,2
1,2,2021-01-11,7
1,2,2021-01-12,14
1,2,2021-01-13,4
1,2,2021-01-14,2
1,2,2021-01-15,18
1,2,2021-01-16,0
1,2,2021-01-17,14
1,2,2021-01-18,7
1,2,2021-01-19,1
1,2,2021-01-20,2
1,2,2021-01-21,13
1,2,2021-01-22,13
1,2,2021-01-23,10
1,2,2021-01-24,15
1,2,2021-01-25,3
1,2,2021-01-26,19
1,2,2021-01-27,4
1,2,2021-01-28,13
1,2,2021-01-29,15
1,2,2021-01-30,17
1,2,2021-01-31,6
1,2,2021-02-01,9
1,2,2021-02-02,6
1,2,2021-02-03,0
1,2,2021-02-04,18
1,2,2021-02-05,15
1,2,2021-02-06,18
1,2,2021-02-07,3
1,2,2021-02-08,17
1,2,2021-02-09,1
1,2,2021-02-10,0
1,2,2021-02-11,14
1,2,2021-02-12,4
1,2,2021-02-13,19
1,2,2021-02-14,10
1,2,2021-02-15,9
1,2,2021-02-16,1
1,2,2021-02-17,2
1,2,2021-02-18,11
1,2,2021-02-19,19
1,2,2021-02-20,4
1,2,2021-02-21,4
1,2,2021-02-22,5
1,2,2021-02-23,8
1,2,2021-02-24,1
1,2,2021-02-25,11
1,2,2021-02-26,2
1,2,2021-02-27,19
1,2,2021-02-28,11
1,2,2021-03-01,16
1,2,2021-03-02,9
1,2,2021-03-03,13
1,2,2021-03-04,16
1,2,2021-03-05,17
1,2,2021-03-06,18
1,2,2021-03-07,16
1,2,2021-03-08,13
1,2,2021-03-09,8
1,2,2021-03-10,7
1,2,2021-03-11,1
1,2,2021-03-12,12
1,2,2021-03-13,6
1,2,2021-03-14,8
1,2,2021-03-15,10
1,2,2021-03-16,13
1,2,2021-03-17,3
1,2,2021-03-18,12
1,2,2021-03-19,1
1,2,2021-03-20,4
1,2,2021-03-21,10
1,2,2021-03-22,5
1,2,2021-03-23,17
1,2,2021-03-24,9
1,2,2021-03-25,3
1,2,2021-03-26,8
1,2,2021-03-27,5
1,2,2021-03-28,1
1,2,2021-03-29,16
1,2,2021-03-30,4
1,2,2021-03-31,5
1,2,2021-04-01,11
1,2,2021-04-02,9
1,2,2021-04-03,5
1,2,2021-04-04,7
1,2,2021-04-05,1
1,2,2021-04-06,11
1,2,2021-04-07,12
1,2,2021-04-08,6
1,2,2021-04-09,9
1,2,2021-04-10,12
1,2,2021-04-11,16
1,2,2021-04-12,13
1,2,2021-04-13,1
1,2,2021-04-14,10
1,2,2021-04-15,0
1,2,2021-04-16,18
1,2,2021-04-17,3
1,2,2021-04-18,18
1,2,2021-04-19,10
1,2,2021-04-20,7
1,2,2021-04-21,10
1,2,2021-04-22,3
1,2,2021-04-23,16
1,2,2021-04-24,6
1,2,2021-04-25,7
1,2,2021-04-26,2
1,2,2021-04-27,1
1,2,2021-04-28,14
1,2,2021-04-29,4
1,2,2021-04-30,0
1,2,2021-05-01,3
1,2,2021-05-02,14
1,2,2021-05-03,19
1,2,2021-05-04,18
1,2,2021-05-05,2
1,2,2021-05-06,19
1,2,2021-05-07,10
1,2,2021-05-08,16
1,2,2021-05-09,12
1,2,2021-05-10,10
1,2,2021-05-11,1
1,2,2021-05-12,8
1,2,2021-05-13,1
1,2,2021-05-14,8
1,2,2021-05-15,8
1,2,2021-05-16,7
1,2,2021-05-17,16
1,2,2021-05-18,0
1,2,2021-05-19,10
1,2,2021-05-20,7
1,2,2021-05-21,9
1,2,2021-05-22,6
1,2,2021-05-23,2
1,2,2021-05-24,2
1,2,2021-05-25,17
1,2,2021-05-26,4
1,2,2021-05-27,11
1,2,2021-05-28,11
1,2,2021-05-29,18
1,2,2021-05-30,5
1,3,2021-01-01,1
1,3,2021-01-02,11
1,3,2021-01-03,18
1,3,2021-01-04,4
1,3,2021-01-05,11
1,3,2021-01-06,16
1,3,2021-01-07,16
1,3,2021-01-08,9
1,3,2021-01-09,16
1,3,2021-01-10,14
1,3,2021-01-11,11
1,3,2021-01-12,15
1,3,2021-01-13,18
1,3,2021-01-14,7
1,3,2021-01-15,16
1,3,2021-01-16,4
1,3,2021-01-17,15
1,3,2021-01-18,5
1,3,2021-01-19,7
1,3,2021-01-20,17
1,3,2021-01-21,11
1,3,2021-01-22,14
1,3,2021-01-23,8
1,3,2021-01-24,12
1,3,2021-01-25,14
1,3,2021-01-26,9
1,3,2021-01-27,15
1,3,2021-01-28,6
1,3,2021-01-29,16
1,3,2021-01-30,6
1,3,2021-01-31,13
1,3,2021-02-01,14
1,3,2021-02-02,6
1,3,2021-02-03,8
1,3,2021-02-04,18
1,3,2021-02-05,15
1,3,2021-02-06,7
1,3,2021-02-07,17
1,3,2021-02-08,17
1,3,2021-02-09,19
1,3,2021-02-10,6
1,3,2021-02-11,2
1,3,2021-02-12,17
1,3,2021-02-13,9
1,3,2021-02-14,6
1,3,2021-02-15,16
1,3,2021-02-16,13
1,3,2021-02-17,2
1,3,2021-02-18,11
1,3,2021-02-19,12
1,3,2021-02-20,1
1,3,2021-02-21,2
1,3,2021-02-22,4
1,3,2021-02-23,10
1,3,2021-02-24,7
1,3,2021-02-25,11
1,3,2021-02-26,6
1,3,2021-02-27,14
1,3,2021-02-28,16
1,3,2021-03-01,3
1,3,2021-03-02,12
1,3,2021-03-03,17
1,3,2021-03-04,0
1,3,2021-03-05,15
1,3,2021-03-06,12
1,3,2021-03-07,9
1,3,2021-03-08,11
1,3,2021-03-09,1
1,3,2021-03-10,2
1,3,2021-03-11,9
1,3,2021-03-12,1
1,3,2021-03-13,12
1,3,2021-03-14,12
1,3,2021-03-15,17
1,3,2021-03-16,2
1,3,2021-03-17,6
1,3,2021-03-18,13
1,3,2021-03-19,19
1,3,2021-03-20,16
1,3,2021-03-21,11
1,3,2021-03-22,15
1,3,2021-03-23,11
1,3,2021-03-24,14
1,3,2021-03-25,9
1,3,2021-03-26,6
1,3,2021-03-27,19
1,3,2021-03-28,4
1,3,2021-03-29,0
1,3,2021-03-30,16
1,3,2021-03-31,2
1,3,2021-04-01,12
1,3,2021-04-02,13
1,3,2021-04-03,17
1,3,2021-04-04,3
1,3,2021-04-05,17
1,3,2021-04-06,4
1,3,2021-04-07,15
1,3,2021-04-08,0
1,3,2021-04-09,13
1,3,2021-04-10,14
1,3,2021-04-11,8
1,3,2021-04-12,14
1,3,2021-04-13,16
1,3,2021-04-14,3
1,3,2021-04-15,11
1,3,2021-04-16,4
1,3,2021-04-17,4
1,3,2021-04-18,10
1,3,2021-04-19,5
1,3,2021-04-20,6
1,3,2021-04-21,13
1,3,2021-04-22,10
1,3,2021-04-23,12
1,3,2021-04-24,1
1,3,2021-04-25,6
1,3,2021-04-26,19
1,3,2021-04-27,3
1,3,2021-04-28,7
1,3,2021-04-29,19
1,3,2021-04-30,18
1,3,2021-05-01,12
1,3,2021-05-02,13
1,3,2021-05-03,9
1,3,2021-05-04,10
1,3,2021-05-05,1
1,3,2021-05-06,8
1,3,2021-05-07,16
1,3,2021-05-08,2
1,3,2021-05-09,5
1,3,2021-05-10,4
1,3,2021-05-11,4
1,3,2021-05-12,14
1,3,2021-05-13,16
1,3,2021-05-14,8
1,3,2021-05-15,2
1,3,2021-05-16,19
1,3,2021-05-17,16
1,3,2021-05-18,9
1,3,2021-05-19,2
1,3,2021-05-20,17
1,3,2021-05-21,17
1,3,2021-05-22,16
1,3,2021-05-23,2
1,3,2021-05-24,2
1,3,2021-05-25,5
1,3,2021-05-26,12
1,3,2021-05-27,14
1,3,2021-05-28,8
1,3,2021-05-29,3
1,3,2021-05-30,13
1,4,2021-01-01,4
1,4,2021-01-02,1
1,4,2021-01-03,10
1,4,2021-01-04,8
1,4,2021-01-05,2
1,4,2021-01-06,8
1,4,2021-01-07,2
1,4,2021-01-08,1
1,4,2021-01-09,11
1,4,2021-01-10,9
1,4,2021-01-11,8
1,4,2021-01-12,14
1,4,2021-01-13,7
1,4,2021-01-14,4
1,4,2021-01-15,10
1,4,2021-01-16,1
1,4,2021-01-17,14
1,4,2021-01-18,5
1,4,2021-01-19,7
1,4,2021-01-20,4
1,4,2021-01-21,15
1,4,2021-01-22,17
1,4,2021-01-23,5
1,4,2021-01-24,4
1,4,2021-01-25,15
1,4,2021-01-26,12
1,4,2021-01-27,4
1,4,2021-01-28,12
1,4,2021-01-29,16
1,4,2021-01-30,17
1,4,2021-01-31,7
1,4,2021-02-01,12
1,4,2021-02-02,18
1,4,2021-02-03,2
1,4,2021-02-04,7
1,4,2021-02-05,1
1,4,2021-02-06,7
1,4,2021-02-07,12
1,4,2021-02-08,12
1,4,2021-02-09,0
1,4,2021-02-10,5
1,4,2021-02-11,18
1,4,2021-02-12,15
1,4,2021-02-13,7
1,4,2021-02-14,0
1,4,2021-02-15,15
1,4,2021-02-16,8
1,4,2021-02-17,12
1,4,2021-02-18,10
1,4,2021-02-19,12
1,4,2021-02-20,9
1,4,2021-02-21,3
1,4,2021-02-22,5
1,4,2021-02-23,6
1,4,2021-02-24,4
1,4,2021-02-25,10
1,4,2021-02-26,12
1,4,2021-02-27,18
1,4,2021-02-28,9
1,4,2021-03-01,9
1,4,2021-03-02,10
1,4,2021-03-03,6
1,4,2021-03-04,17
1,4,2021-03-05,3
1,4,2021-03-06,1
1,4,2021-03-07,13
1,4,2021-03-08,12
1,4,2021-03-09,11
1,4,2021-03-10,6
1,4,2021-03-11,1
1,4,2021-03-12,12
1,4,2021-03-13,13
1,4,2021-03-14,16
1,4,2021-03-15,8
1,4,2021-03-16,16
1,4,2021-03-17,7
1,4,2021-03-18,1
1,4,2021-03-19,12
1,4,2021-03-20,2
1,4,2021-03-21,15
1,4,2021-03-22,5
1,4,2021-03-23,18
1,4,2021-03-24,6
1,4,2021-03-25,9
1,4,2021-03-26,8
1,4,2021-03-27,1
1,4,2021-03-28,14
1,4,2021-03-29,4
1,4,2021-03-30,3
1,4,2021-03-31,19
1,4,2021-04-01,3
1,4,2021-04-02,17
1,4,2021-04-03,3
1,4,2021-04-04,16
1,4,2021-04-05,11
1,4,2021-04-06,16
1,4,2021-04-07,9
1,4,2021-04-08,0
1,4,2021-04-09,17
1,4,2021-04-10,17
1,4,2021-04-11,13
1,4,2021-04-12,14
1,4,2021-04-13,11
1,4,2021-04-14,3
1,4,2021-04-15,2
1,4,2021-04-16,19
1,4,2021-04-17,11
1,4,2021-04-18,6
1,4,2021-04-19,10
1,4,2021-04-20,0
1,4,2021-04-21,5
1,4,2021-04-22,14
1,4,2021-04-23,14
1,4,2021-04-24,18
1,4,2021-04-25,10
1,4,2021-04-26,1
1,4,2021-04-27,13
1,4,2021-04-28,1
1,4,2021-04-29,3
1,4,2021-04-30,16
1,4,2021-05-01,2
1,4,2021-05-02,12
1,4,2021-05-03,8
1,4,2021-05-04,6
1,4,2021-05-05,14
1,4,2021-05-06,10
1,4,2021-05-07,19
1,4,2021-05-08,1
1,4,2021-05-09,14
1,4,2021-05-10,13
1,4,2021-05-11,19
1,4,2021-05-12,10
1,4,2021-05-13,2
1,4,2021-05-14,16
1,4,2021-05-15,11
1,4,2021-05-16,14
1,4,2021-05-17,15
1,4,2021-05-18,4
1,4,2021-05-19,19
1,4,2021-05-20,5
1,4,2021-05-21,18
1,4,2021-05-22,4
1,4,2021-05-23,2
1,4,2021-05-24,0
1,4,2021-05-25,5
1,4,2021-05-26,14
1,4,2021-05-27,1
1,4,2021-05-28,2
1,4,2021-05-29,16
1,4,2021-05-30,11
2,0,2021-01-01,17
2,0,2021-01-02,14
2,0,2021-01-03,11
2,0,2021-01-04,15
2,0,2021-01-05,7
2,0,2021-01-06,13
2,0,2021-01-07,16
2,0,2021-01-08,7
2,0,2021-01-09,14
2,0,2021-01-10,13
2,0,2021-01-11,17
2,0,2021-01-12,19
2,0,2021-01-13,6
2,0,2021-01-14,2
2,0,2021-01-15,11
2,0,2021-01-16,2
2,0,2021-01-17,19
2,0,2021-01-18,13
2,0,2021-01-19,14
2,0,2021-01-20,13
2,0,2021-01-21,6
2,0,2021-01-22,16
2,0,2021-01-23,11
2,0,2021-01-24,19
2,0,2021-01-25,3
2,0,2021-01-26,8
2,0,2021-01-27,5
2,0,2021-01-28,15
2,0,2021-01-29,1
2,0,2021-01-30,7
2,0,2021-01-31,10
2,0,2021-02-01,12
2,0,2021-02-02,16
2,0,2021-02-03,7
2,0,2021-02-04,17
2,0,2021-02-05,17
2,0,2021-02-06,13
2,0,2021-02-07,14
2,0,2021-02-08,5
2,0,2021-02-09,10
2,0,2021-02-10,12
2,0,2021-02-11,0
2,0,2021-02-12,5
2,0,2021-02-13,8
2,0,2021-02-14,7
2,0,2021-02-15,10
2,0,2021-02-16,18
2,0,2021-02-17,8
2,0,2021-02-18,16
2,0,2021-02-19,11
2,0,2021-02-20,13
2,0,2021-02-21,14
2,0,2021-02-22,15
2,0,2021-02-23,19
2,0,2021-02-24,0
2,0,2021-02-25,9
2,0,2021-02-26,7
2,0,2021-02-27,17
2,0,2021-02-28,0
2,0,2021-03-01,1
2,0,2021-03-02,0
2,0,2021-03-03,0
2,0,2021-03-04,8
2,0,2021-03-05,12
2,0,2021-03-06,0
2,0,2021-03-07,12
2,0,2021-03-08,19
2,0,2021-03-09,6
2,0,2021-03-10,1
2,0,2021-03-11,5
2,0,2021-03-12,6
2,0,2021-03-13,13
2,0,2021-03-14,17
2,0,2021-03-15,14
2,0,2021-03-16,1
2,0,2021-03-17,9
2,0,2021-03-18,11
2,0,2021-03-19,16
2,0,2021-03-20,7
2,0,2021-03-21,10
2,0,2021-03-22,2
2,0,2021-03-23,5
2,0,2021-03-24,8
2,0,2021-03-25,5
2,0,2021-03-26,8
2,0,2021-03-27,6
2,0,2021-03-28,8
2,0,2021-03-29,17
2,0,2021-03-30,11
2,0,2021-03-31,7
2,0,2021-04-01,7
2,0,2021-04-02,17
2,0,2021-04-03,19
2,0,2021-04-04,14
2,0,2021-04-05,6
2,0,2021-04-06,10
2,0,2021-04-07,19
2,0,2021-04-08,15
2,0,2021-04-09,3
2,0,2021-04-10,5
2,0,2021-04-11,2
2,0,2021-04-12,8
2,0,2021-04-13,9
2,0,2021-04-14,13
2,0,2021-04-15,10
2,0,2021-04-16,17
2,0,2021-04-17,11
2,0,2021-04-18,11
2,0,2021-04-19,12
2,0,2021-04-20,12
2,0,2021-04-21,18
2,0,2021-04-22,18
2,0,2021-04-23,13
2,0,2021-04-24,3
2,0,2021-04-25,12
2,0,2021-04-26,7
2,0,2021-04-27,18
2,0,2021-04-28,11
2,0,2021-04-29,17
2,0,2021-04-30,5
2,0,2021-05-01,17
2,0,2021-05-02,18
2,0,2021-05-03,4
2,0,2021-05-04,8
2,0,2021-05-05,2
2,0,2021-05-06,9
2,0,2021-05-07,18
2,0,2021-05-08,2
2,0,2021-05-09,14
2,0,2021-05-10,0
2,0,2021-05-11,6
2,0,2021-05-12,11
2,0,2021-05-13,16
2,0,2021-05-14,19
2,0,2021-05-15,4
2,0,2021-05-16,3
2,0,2021-05-17,11
2,0,2021-05-18,19
2,0,2021-05-19,17
2,0,2021-05-20,16
2,0,2021-05-21,18
2,0,2021-05-22,8
2,0,2021-05-23,3
2,0,2021-05-24,1
2,0,2021-05-25,3
2,0,2021-05-26,1
2,0,2021-05-27,14
2,0,2021-05-28,1
2,0,2021-05-29,3
2,0,2021-05-30,5
2,1,2021-01-01,6
2,1,2021-01-02,9
2,1,2021-01-03,18
2,1,2021-01-04,18
2,1,2021-01-05,11
2,1,2021-01-06,2
2,1,2021-01-07,12
2,1,2021-01-08,17
2,1,2021-01-09,7
2,1,2021-01-10,14
2,1,2021-01-11,0
2,1,2021-01-12,2
2,1,2021-01-13,7
2,1,2021-01-14,3
2,1,2021-01-15,15
2,1,2021-01-16,9
2,1,2021-01-17,11
2,1,2021-01-18,13
2,1,2021-01-19,13
2,1,2021-01-20,1
2,1,2021-01-21,4
2,1,2021-01-22,4
2,1,2021-01-23,5
2,1,2021-01-24,12
2,1,2021-01-25,8
2,1,2021-01-26,14
2,1,2021-01-27,13
2,1,2021-01-28,6
2,1,2021-01-29,19
2,1,2021-01-30,1
2,1,2021-01-31,6
2,1,2021-02-01,5
2,1,2021-02-02,16
2,1,2021-02-03,1
2,1,2021-02-04,2
2,1,2021-02-05,4
2,1,2021-02-06,4
2,1,2021-02-07,0
2,1,2021-02-08,7
2,1,2021-02-09,11
2,1,2021-02-10,3
2,1,2021-02-11,12
2,1,2021-02-12,14
2,1,2021-02-13,10
2,1,2021-02-14,9
2,1,2021-02-15,2
2,1,2021-02-16,13
2,1,2021-02-17,15
2,1,2021-02-18,9
2,1,2021-02-19,9
2,1,2021-02-20,11
2,1,2021-02-21,8
2,1,2021-02-22,0
2,1,2021-02-23,4
2,1,2021-02-24,19
2,1,2021-02-25,7
2,1,2021-02-26,10
2,1,2021-02-27,11
2,1,2021-02-28,0
2,1,2021-03-01,19
2,1,2021-03-02,10
2,1,2021-03-03,4
2,1,2021-03-04,14
2,1,2021-03-05,4
2,1,2021-03-06,11
2,1,2021-03-07,4
2,1,2021-03-08,16
2,1,2021-03-09,16
2,1,2021-03-10,11
2,1,2021-03-11,14
2,1,2021-03-12,14
2,1,2021-03-13,5
2,1,2021-03-14,11
2,1,2021-03-15,19
2,1,2021-03-16,17
2,1,2021-03-17,13
2,1,2021-03-18,1
2,1,2021-03-19,8
2,1,2021-03-20,4
2,1,2021-03-21,19
2,1,2021-03-22,0
2,1,2021-03-23,2
2,1,2021-03-24,5
2,1,2021-03-25,4
2,1,2021-03-26,4
2,1,2021-03-27,0
2,1,2021-03-28,16
2,1,2021-03-29,18
2,1,2021-03-30,13
2,1,2021-03-31,11
2,1,2021-04-01,9
2,1,2021-04-02,19
2,1,2021-04-03,17
2,1,2021-04-04,10
2,1,2021-04-05,1
2,1,2021-04-06,17
2,1,2021-04-07,6
2,1,2021-04-08,14
2,1,2021-04-09,10
2,1,2021-04-10,17
2,1,2021-04-11,11
2,1,2021-04-12,5
2,1,2021-04-13,19
2,1,2021-04-14,12
2,1,2021-04-15,19
2,1,2021-04-16,15
2,1,2021-04-17,17
2,1,2021-04-18,9
2,1,2021-04-19,7
2,1,2021-04-20,17
2,1,2021-04-21,0
2,1,2021-04-22,7
2,1,2021-04-23,5
2,1,2021-04-24,4
2,1,2021-04-25,14
2,1,2021-04-26,14
2,1,2021-04-27,1
2,1,2021-04-28,0
2,1,2021-04-29,10
2,1,2021-04-30,9
2,1,2021-05-01,17
2,1,2021-05-02,17
2,1,2021-05-03,16
2,1,2021-05-04,7
2,1,2021-05-05,14
2,1,2021-05-06,7
2,1,2021-05-07,16
2,1,2021-05-08,11
2,1,2021-05-09,7
2,1,2021-05-10,13
2,1,2021-05-11,3
2,1,2021-05-12,0
2,1,2021-05-13,0
2,1,2021-05-14,18
2,1,2021-05-15,15
2,1,2021-05-16,13
2,1,2021-05-17,15
2,1,2021-05-18,4
2,1,2021-05-19,8
2,1,2021-05-20,1
2,1,2021-05-21,17
2,1,2021-05-22,5
2,1,2021-05-23,8
2,1,2021-05-24,0
2,1,2021-05-25,8
2,1,2021-05-26,15
2,1,2021-05-27,12
2,1,2021-05-28,8
2,1,2021-05-29,12
2,1,2021-05-30,8
2,2,2021-01-01,10
2,2,2021-01-02,3
2,2,2021-01-03,1
2,2,2021-01-04,5
2,2,2021-01-05,13
2,2,2021-01-06,3
2,2,2021-01-07,5
2,2,2021-01-08,18
2,2,2021-01-09,5
2,2,2021-01-10,1
2,2,2021-01-11,17
2,2,2021-01-12,12
2,2,2021-01-13,8
2,2,2021-01-14,18
2,2,2021-01-15,12
2,2,2021-01-16,10
2,2,2021-01-17,0
2,2,2021-01-18,6
2,2,2021-01-19,14
2,2,2021-01-20,0
2,2,2021-01-21,11
2,2,2021-01-22,6
2,2,2021-01-23,14
2,2,2021-01-24,18
2,2,2021-01-25,0
2,2,2021-01-26,16
2,2,2021-01-27,16
2,2,2021-01-28,2
2,2,2021-01-29,11
2,2,2021-01-30,5
2,2,2021-01-31,10
2,2,2021-02-01,2
2,2,2021-02-02,7
2,2,2021-02-03,13
2,2,2021-02-04,13
2,2,2021-02-05,9
2,2,2021-02-06,1
2,2,2021-02-07,13
2,2,2021-02-08,8
2,2,2021-02-09,2
2,2,2021-02-10,7
2,2,2021-02-11,15
2,2,2021-02-12,1
2,2,2021-02-13,5
2,2,2021-02-14,11
2,2,2021-02-15,4
2,2,2021-02-16,1
2,2,2021-02-17,15
2,2,2021-02-18,4
2,2,2021-02-19,14
2,2,2021-02-20,11
2,2,2021-02-21,3
2,2,2021-02-22,14
2,2,2021-02-23,10
2,2,2021-02-24,15
2,2,2021-02-25,5
2,2,2021-02-26,13
2,2,2021-02-27,17
2,2,2021-02-28,11
2,2,2021-03-01,10
2,2,2021-03-02,12
2,2,2021-03-03,10
2,2,2021-03-04,15
2,2,2021-03-05,14
2,2,2021-03-06,14
2,2,2021-03-07,3
2,2,2021-03-08,10
2,2,2021-03-09,18
2,2,2021-03-10,14
2,2,2021-03-11,3
2,2,2021-03-12,12
2,2,2021-03-13,18
2,2,2021-03-14,1
2,2,2021-03-15,13
